,ParticipationDate,Progress,Duration_S,Duration_M,Finished,ResponseID,US_LatLong,HealthyAdult,Consent,CisMen_Caring,CisMen_WarmInRelations,CisMen_Empathetic,CisMen_Affectionate,CisMen_Friendly,CisMen_Just,CisMen_Fair,CisMen_Considerate,CisMen_Trustworthy,CisMen_Reliable,CisMen_SelfConfident,CisMen_GoodUnderPressure,CisMen_Persistent,CisMen_HasLeadershipQualities,CisMen_FeelSuperior,CisMen_Efficient,CisMen_Capable,CisMen_Competent,CisMen_Intelligent,CisMen_Clever,CisMen_DisplayOrder,CisWomen_Caring,CisWomen_WarmInRelations,CisWomen_Empathetic,CisWomen_Affectionate,CisWomen_Friendly,CisWomen_Just,CisWomen_Fair,CisWomen_Considerate,CisWomen_Trustworthy,CisWomen_Reliable,CisWomen_SelfConfident,CisWomen_GoodUnderPressure,CisWomen_Persistent,CisWomen_HasLeadershipQualities,CisWomen_FeelSuperior,CisWomen_Efficient,CisWomen_Capable,CisWomen_Competent,CisWomen_Intelligent,CisWomen_Clever,CisWomen_DisplayOrder,TransMen_Caring,TransMen_WarmInRelations,TransMen_Empathetic,TransMen_Affectionate,TransMen_Friendly,TransMen_Just,TransMen_Fair,TransMen_Considerate,TransMen_Trustworthy,TransMen_Reliable,TransMen_SelfConfident,TransMen_GoodUnderPressure,TransMen_Persistent,TransMen_HasLeadershipQualities,TransMen_FeelSuperior,TransMen_Efficient,TransMen_Capable,TransMen_Competent,TransMen_Intelligent,TransMen_Clever,TransMen_DisplayOrder,TransWomen_Caring,TransWomen_WarmInRelations,TransWomen_Empathetic,TransWomen_Affectionate,TransWomen_Friendly,TransWomen_Just,TransWomen_Fair,TransWomen_Considerate,TransWomen_Trustworthy,TransWomen_Reliable,TransWomen_SelfConfident,TransWomen_GoodUnderPressure,TransWomen_Persistent,TransWomen_HasLeadershipQualities,TransWomen_FeelSuperior,TransWomen_Efficient,TransWomen_Capable,TransWomen_Competent,TransWomen_Intelligent,TransWomen_Clever,TransWomen_DisplayOrder,NonBinary_Caring,NonBinary_WarmInRelations,NonBinary_Empathetic,NonBinary_Affectionate,NonBinary_Friendly,NonBinary_Just,NonBinary_Fair,NonBinary_Considerate,NonBinary_Trustworthy,NonBinary_Reliable,NonBinary_SelfConfident,NonBinary_GoodUnderPressure,NonBinary_Persistent,NonBinary_HasLeadershipQualities,NonBinary_FeelSuperior,NonBinary_Efficient,NonBinary_Capable,NonBinary_Competent,NonBinary_Intelligent,NonBinary_Clever,NonBinary_DisplayOrder,PersonallyEncountered_CisMen,PersonallyEncountered_CisWomen,PersonallyEncountered_TransMen,PersonallyEncountered_TransWomen,PersonallyEncountered_NonBinary,PersonallyEncountered_Order,MediaStories_CisMen,MediaStories_CisWomen,MediaStories_TransMen,MediaStories_TransWomen,MediaStories_NonBinary,MediaStories_Order,AttentionCheck,Essentialism_Discreteness,Essentialism_Naturalness,Essentialism_Immutability,Essentialism_Stability,Essentialism_Necessity,Essentialism_Uniformity,Essentialism_Informativeness,Essentialism_Inherence,Essentialism_Exclusivity,NfC_1,NfC_2,NfC_3,NfC_4,NfC_5,NfC_6,NfC_7,NfC_8,NfC_Order_FirstHalf,NfC_9,NfC_10,NfC_11,NfC_12,NfC_13,NfC_14,NfC_15,NfC_Order_SecondHalf,HighestEducation,Conservatism,Liberalism,Political_Order,SubjSES_US,SubjSES_Community,Confusion.in.Comment,SocialCategoryOrder,Essentialism_Order,QualityControl,Age_General,RacialIdentity_WhitePoC,GenderIdentity_General,Sexuality_Summary,AnnualPreTaxIncome_Categorical
55,11/6/2017,100,588,9.8,1,2bUCHWQLTPSWT5f,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,WarmInRelations|Caring|Capable|Fair|Efficient|Trustworthy|Affectionate|HasLeadershipQualities|Considerate|Persistent|FeelSuperior|Clever|GoodUnderPressure|Competent|Reliable|Friendly|Just|Empathetic|SelfConfident|Intelligent,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,WarmInRelations|SelfConfident|Caring|Competent|Clever|Affectionate|HasLeadershipQualities|Just|FeelSuperior|Friendly|Fair|Trustworthy|Considerate|Empathetic|GoodUnderPressure|Reliable|Intelligent|Capable|Efficient|Persistent,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,NA,0,Capable|Friendly|Affectionate|Clever|HasLeadershipQualities|Empathetic|Persistent|Just|GoodUnderPressure|Caring|Fair|Competent|FeelSuperior|WarmInRelations|SelfConfident|Efficient|Reliable|Intelligent|Considerate|Trustworthy,0,0,0,0,0,0,-1,0,0,0,0,0,2,0,0,0,0,0,0,0,Reliable|Trustworthy|WarmInRelations|SelfConfident|Caring|Considerate|FeelSuperior|Clever|GoodUnderPressure|Capable|Fair|Just|HasLeadershipQualities|Empathetic|Competent|Friendly|Intelligent|Affectionate|Persistent|Efficient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Considerate|Trustworthy|Capable|Affectionate|Clever|WarmInRelations|SelfConfident|HasLeadershipQualities|Efficient|FeelSuperior|Intelligent|Friendly|Caring|GoodUnderPressure|Just|Persistent|Fair|Empathetic|Reliable|Competent,3,3,0,3,0,NonBinary|TransMen|CisWomen|TransWomen|CisMen,2,2,1,3,2,NonBinary|CisMen|CisWomen|TransMen|TransWomen,1,4,4,2,6,3,3,6,5,4,5,4,4,5,4,5,5,5,6|7|4|8|2|5|1|3,5,5,5,5,5,4,5,9|11|12|15|14|13|10,3,2,6,Conservatism|Liberalism,3,3,0,TransWomen|CisMen|TransMen|Non-Binary|CisWomen,Necessity|Immutability|Uniformity|Naturalness|Stability|Exclusivity|Discreteness|Informativeness|Inherence,Keep,1,2,2,1,3
56,11/6/2017,100,478,7.966666667,1,2dmQFCLRf8943WI,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,Clever|HasLeadershipQualities|WarmInRelations|Caring|Efficient|SelfConfident|Considerate|Intelligent|Reliable|Affectionate|Capable|Trustworthy|GoodUnderPressure|Fair|Persistent|Just|Competent|FeelSuperior|Empathetic|Friendly,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,Just|Caring|Friendly|Efficient|Trustworthy|Clever|Reliable|Empathetic|GoodUnderPressure|HasLeadershipQualities|Intelligent|Fair|Affectionate|SelfConfident|WarmInRelations|Considerate|Persistent|FeelSuperior|Capable|Competent,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,Fair|Trustworthy|FeelSuperior|Reliable|Clever|Intelligent|HasLeadershipQualities|Considerate|Caring|Persistent|Efficient|Affectionate|SelfConfident|Empathetic|Just|Capable|GoodUnderPressure|Competent|WarmInRelations|Friendly,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,Intelligent|Friendly|Persistent|Trustworthy|Caring|Competent|Reliable|Just|Capable|Clever|HasLeadershipQualities|Efficient|Considerate|Empathetic|Affectionate|SelfConfident|FeelSuperior|GoodUnderPressure|Fair|WarmInRelations,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,Efficient|Considerate|HasLeadershipQualities|Persistent|Competent|FeelSuperior|Empathetic|Caring|SelfConfident|Trustworthy|GoodUnderPressure|Clever|Intelligent|Fair|Reliable|WarmInRelations|Affectionate|Friendly|Capable|Just,3,3,3,2,2,CisMen|TransMen|NonBinary|TransWomen|CisWomen,3,3,3,3,2,TransMen|NonBinary|CisMen|CisWomen|TransWomen,1,5,6,7,2,6,1,2,2,1,3,5,1,4,5,4,5,3,7|5|4|2|1|8|3|6,3,3,4,4,3,3,4,15|11|9|14|10|12|13,8,2,6,Conservatism|Liberalism,6,5,0,Non-Binary|TransWomen|TransMen|CisWomen|CisMen,Inherence|Naturalness|Necessity|Exclusivity|Immutability|Informativeness|Stability|Uniformity|Discreteness,Keep,3,1,2,1,5
57,11/6/2017,100,195,3.25,1,2dSz6rLePjPyNXA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,Considerate|Affectionate|Persistent|Caring|FeelSuperior|Competent|GoodUnderPressure|Intelligent|Reliable|Fair|Trustworthy|Friendly|Capable|Clever|Just|SelfConfident|Efficient|WarmInRelations|Empathetic|HasLeadershipQualities,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Just|Intelligent|Affectionate|Persistent|Capable|SelfConfident|Clever|Friendly|Considerate|FeelSuperior|WarmInRelations|Empathetic|GoodUnderPressure|Competent|Trustworthy|HasLeadershipQualities|Efficient|Caring|Reliable|Fair,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,Trustworthy|Efficient|Considerate|GoodUnderPressure|Caring|Persistent|Just|SelfConfident|Affectionate|Capable|Fair|Clever|HasLeadershipQualities|Competent|Friendly|Reliable|WarmInRelations|Intelligent|FeelSuperior|Empathetic,0,0,NA,0,0,0,1,1,1,0,0,0,1,2,2,0,1,0,0,1,Just|Considerate|Persistent|HasLeadershipQualities|Trustworthy|Fair|Caring|Empathetic|GoodUnderPressure|Competent|Affectionate|Efficient|Capable|Reliable|FeelSuperior|Intelligent|Friendly|Clever|WarmInRelations|SelfConfident,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Fair|Affectionate|Persistent|Capable|Trustworthy|Intelligent|FeelSuperior|Empathetic|Efficient|GoodUnderPressure|Friendly|SelfConfident|WarmInRelations|Reliable|Considerate|Just|Competent|Clever|Caring|HasLeadershipQualities,3,3,2,2,2,NonBinary|TransWomen|TransMen|CisWomen|CisMen,3,3,2,2,2,CisWomen|TransMen|TransWomen|NonBinary|CisMen,1,2,8,2,8,0,6,6,3,4,2,2,2,5,2,5,5,2,7|2|6|5|4|8|3|1,2,2,2,4,2,5,2,10|11|13|9|14|12|15,5,3,5,Liberalism|Conservatism,2,3,0,CisMen|TransMen|TransWomen|CisWomen|Non-Binary,Necessity|Exclusivity|Naturalness|Inherence|Stability|Uniformity|Discreteness|Informativeness|Immutability,Keep,1,1,1,1,2
58,11/6/2017,100,385,6.416666667,1,2eVFLZSZAEQNfzM,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,Efficient|Friendly|Reliable|Trustworthy|Affectionate|Just|Persistent|GoodUnderPressure|SelfConfident|Fair|WarmInRelations|Intelligent|Considerate|FeelSuperior|HasLeadershipQualities|Capable|Competent|Caring|Empathetic|Clever,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,SelfConfident|Efficient|Persistent|Considerate|Capable|Caring|Friendly|Just|Competent|Clever|Empathetic|Trustworthy|Affectionate|WarmInRelations|Intelligent|Fair|FeelSuperior|GoodUnderPressure|Reliable|HasLeadershipQualities,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,Caring|FeelSuperior|Fair|WarmInRelations|Intelligent|Capable|Persistent|Efficient|Considerate|GoodUnderPressure|Just|Affectionate|Reliable|SelfConfident|Trustworthy|Friendly|Empathetic|HasLeadershipQualities|Clever|Competent,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,Caring|Just|Empathetic|Intelligent|Clever|Efficient|Reliable|Competent|GoodUnderPressure|WarmInRelations|Friendly|SelfConfident|Considerate|Affectionate|Fair|HasLeadershipQualities|Capable|Persistent|FeelSuperior|Trustworthy,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,HasLeadershipQualities|Competent|Intelligent|Just|Capable|Considerate|Fair|Reliable|Trustworthy|Persistent|Caring|Efficient|GoodUnderPressure|Affectionate|Empathetic|Friendly|Clever|FeelSuperior|SelfConfident|WarmInRelations,3,3,1,1,1,CisWomen|TransWomen|CisMen|TransMen|NonBinary,3,3,3,3,1,NonBinary|CisMen|CisWomen|TransWomen|TransMen,1,0,8,8,8,0,4,6,4,0,6,6,1,6,6,6,6,6,6|4|3|1|2|5|8|7,4,6,5,6,5,6,6,9|13|12|11|10|15|14,4,5,3,Conservatism|Liberalism,2,2,0,TransMen|CisWomen|CisMen|TransWomen|Non-Binary,Informativeness|Immutability|Uniformity|Discreteness|Exclusivity|Stability|Necessity|Inherence|Naturalness,Keep,1,1,2,1,2
59,11/6/2017,100,414,6.9,1,2fq68SNkI3pJ24R,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,GoodUnderPressure|Capable|Considerate|Persistent|Friendly|Empathetic|Just|Competent|SelfConfident|Caring|Reliable|FeelSuperior|Clever|Trustworthy|Fair|Efficient|Intelligent|HasLeadershipQualities|Affectionate|WarmInRelations,2,2,1,2,2,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,FeelSuperior|Empathetic|Affectionate|Competent|GoodUnderPressure|Fair|Caring|Trustworthy|Capable|Intelligent|WarmInRelations|SelfConfident|HasLeadershipQualities|Just|Efficient|Reliable|Considerate|Clever|Persistent|Friendly,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Efficient|WarmInRelations|Persistent|Competent|Intelligent|Capable|GoodUnderPressure|Friendly|Considerate|Just|Trustworthy|Fair|FeelSuperior|Caring|SelfConfident|HasLeadershipQualities|Reliable|Clever|Empathetic|Affectionate,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,Efficient|Fair|Empathetic|Competent|Capable|Persistent|Caring|Just|Affectionate|GoodUnderPressure|HasLeadershipQualities|Trustworthy|Reliable|Considerate|Friendly|Clever|Intelligent|SelfConfident|FeelSuperior|WarmInRelations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WarmInRelations|Competent|Trustworthy|Persistent|SelfConfident|Friendly|Affectionate|Reliable|Efficient|HasLeadershipQualities|Clever|Capable|Fair|Just|FeelSuperior|Considerate|Caring|GoodUnderPressure|Empathetic|Intelligent,3,3,1,1,0,TransWomen|TransMen|NonBinary|CisMen|CisWomen,3,3,2,2,1,TransMen|CisMen|CisWomen|NonBinary|TransWomen,1,4,4,5,4,4,5,5,5,5,4,3,4,4,3,3,4,4,8|1|7|2|5|3|4|6,4,4,4,4,3,3,4,10|12|11|13|15|9|14,6,6,2,Conservatism|Liberalism,5,5,0,CisMen|TransMen|CisWomen|Non-Binary|TransWomen,Exclusivity|Necessity|Naturalness|Uniformity|Informativeness|Immutability|Discreteness|Stability|Inherence,Keep,2,1,2,1,3
60,11/6/2017,100,842,14.03333333,1,2fvuxrfJZQuitHQ,0,1,1,1,1,-1,-1,0,-1,-1,1,0,1,2,2,1,2,1,1,2,1,1,1,Capable|Persistent|HasLeadershipQualities|Fair|Considerate|Clever|Efficient|SelfConfident|Just|Empathetic|Trustworthy|GoodUnderPressure|Affectionate|FeelSuperior|Friendly|Intelligent|Caring|Competent|WarmInRelations|Reliable,2,-1,1,2,0,-1,1,1,2,1,1,-2,1,1,-1,1,1,1,1,1,GoodUnderPressure|HasLeadershipQualities|Friendly|Trustworthy|Persistent|Fair|Reliable|Intelligent|Just|Considerate|SelfConfident|FeelSuperior|WarmInRelations|Empathetic|Clever|Affectionate|Efficient|Capable|Competent|Caring,1,-1,0,1,0,-1,-1,1,1,1,-1,-1,0,-2,-1,1,1,1,1,1,Affectionate|SelfConfident|Persistent|Intelligent|Empathetic|FeelSuperior|Fair|Friendly|Caring|Trustworthy|HasLeadershipQualities|Efficient|WarmInRelations|Competent|Considerate|Clever|Capable|GoodUnderPressure|Just|Reliable,1,0,1,1,0,-1,1,1,0,0,-1,-2,0,-1,-2,1,1,1,1,1,FeelSuperior|SelfConfident|Affectionate|Capable|Friendly|Clever|Efficient|Empathetic|WarmInRelations|HasLeadershipQualities|Reliable|Caring|Just|Trustworthy|Considerate|Fair|GoodUnderPressure|Persistent|Competent|Intelligent,1,1,1,1,1,-1,2,1,0,1,1,1,0,-1,-1,1,0,1,1,1,WarmInRelations|GoodUnderPressure|SelfConfident|Caring|Considerate|Capable|Affectionate|Friendly|Competent|Just|Efficient|Trustworthy|Reliable|Empathetic|FeelSuperior|Intelligent|Clever|Persistent|HasLeadershipQualities|Fair,3,3,1,1,1,CisMen|NonBinary|TransMen|CisWomen|TransWomen,0,3,1,2,0,CisWomen|CisMen|TransWomen|TransMen|NonBinary,1,1,8,7,8,1,1,6,7,1,1,1,3,2,1,1,4,2,3|6|1|4|2|7|8|5,4,2,4,3,4,5,2,14|15|10|11|9|12|13,6,4,4,Liberalism|Conservatism,5,5,0,TransMen|CisWomen|TransWomen|Non-Binary|CisMen,Immutability|Necessity|Naturalness|Discreteness|Stability|Informativeness|Exclusivity|Inherence|Uniformity,6 - Not un US - LatLong,1,2,1,1,1
61,11/6/2017,100,206,3.433333333,1,2qwNWrbcaQNmIxg,1,1,1,1,0,0,1,1,0,0,1,2,NA,1,1,2,1,1,2,2,0,1,1,GoodUnderPressure|WarmInRelations|Persistent|Affectionate|Empathetic|Caring|Fair|Intelligent|Just|FeelSuperior|Reliable|Capable|Considerate|Efficient|HasLeadershipQualities|Trustworthy|Clever|Friendly|SelfConfident|Competent,0,1,1,1,NA,1,1,1,1,1,2,1,0,2,1,2,1,0,0,2,Intelligent|Considerate|Fair|WarmInRelations|Efficient|Capable|Persistent|HasLeadershipQualities|Friendly|Trustworthy|Empathetic|Caring|Just|SelfConfident|FeelSuperior|GoodUnderPressure|Affectionate|Competent|Reliable|Clever,2,2,1,1,1,2,1,1,1,0,1,NA,1,1,-2,NA,1,NA,2,1,Friendly|HasLeadershipQualities|Fair|GoodUnderPressure|Competent|SelfConfident|Intelligent|Efficient|Reliable|Clever|WarmInRelations|Caring|Capable|Considerate|Trustworthy|Affectionate|Just|Persistent|FeelSuperior|Empathetic,0,2,1,1,1,1,2,1,2,1,0,1,0,0,1,0,1,1,2,1,Affectionate|Efficient|WarmInRelations|HasLeadershipQualities|Empathetic|Caring|Clever|FeelSuperior|Friendly|Trustworthy|Considerate|SelfConfident|Capable|Just|Intelligent|Fair|Persistent|Reliable|GoodUnderPressure|Competent,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,Affectionate|Just|Trustworthy|HasLeadershipQualities|Competent|Clever|Empathetic|Intelligent|Considerate|WarmInRelations|Efficient|Reliable|Caring|SelfConfident|GoodUnderPressure|FeelSuperior|Capable|Friendly|Persistent|Fair,3,3,0,1,0,TransWomen|CisWomen|TransMen|NonBinary|CisMen,3,3,2,2,2,TransMen|CisWomen|CisMen|TransWomen|NonBinary,1,5,7,5,5,3,5,6,6,4,2,3,3,4,2,3,4,3,5|7|6|8|1|2|4|3,3,3,3,3,3,4,4,12|11|9|10|14|13|15,2,5,2,Conservatism|Liberalism,7,5,0,Non-Binary|TransMen|CisWomen|CisMen|TransWomen,Stability|Uniformity|Exclusivity|Inherence|Necessity|Immutability|Discreteness|Naturalness|Informativeness,Keep,1,1,1,1,2
62,11/6/2017,100,192,3.2,1,2R9C3MMcKtrDFbB,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Capable|Competent|Trustworthy|GoodUnderPressure|HasLeadershipQualities|FeelSuperior|Friendly|Persistent|WarmInRelations|Reliable|Intelligent|Caring|Considerate|Fair|Empathetic|Just|SelfConfident|Affectionate|Clever|Efficient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Persistent|SelfConfident|Fair|Efficient|GoodUnderPressure|Empathetic|HasLeadershipQualities|Trustworthy|Caring|Competent|Friendly|Intelligent|Reliable|Considerate|Clever|WarmInRelations|FeelSuperior|Just|Capable|Affectionate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GoodUnderPressure|Capable|FeelSuperior|Efficient|SelfConfident|HasLeadershipQualities|Reliable|WarmInRelations|Persistent|Just|Friendly|Intelligent|Considerate|Empathetic|Fair|Affectionate|Trustworthy|Competent|Clever|Caring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Persistent|Friendly|Considerate|Empathetic|Caring|Capable|Affectionate|HasLeadershipQualities|GoodUnderPressure|Efficient|Intelligent|Just|Fair|SelfConfident|Reliable|Clever|FeelSuperior|WarmInRelations|Competent|Trustworthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Considerate|FeelSuperior|GoodUnderPressure|Affectionate|Efficient|Competent|SelfConfident|Intelligent|Empathetic|Caring|Capable|Clever|Just|WarmInRelations|Persistent|Trustworthy|HasLeadershipQualities|Fair|Friendly|Reliable,3,3,1,1,1,CisWomen|NonBinary|TransMen|CisMen|TransWomen,3,3,1,1,1,TransWomen|CisWomen|CisMen|TransMen|NonBinary,1,3,4,4,8,5,7,6,6,3,1,2,1,6,2,4,1,1,3|6|7|2|4|8|1|5,1,1,6,3,3,4,3,13|11|14|10|9|12|15,5,4,4,Conservatism|Liberalism,8,9,0,TransMen|TransWomen|CisMen|CisWomen|Non-Binary,Naturalness|Immutability|Discreteness|Necessity|Inherence|Stability|Exclusivity|Uniformity|Informativeness,Keep,1,1,1,1,9
63,11/6/2017,100,166,2.766666667,1,2ro5JBbg6Gc99y6,1,1,1,1,0,-1,1,1,1,0,-1,-1,1,0,1,0,2,0,0,1,0,1,-1,Friendly|FeelSuperior|Efficient|Reliable|GoodUnderPressure|Clever|Affectionate|SelfConfident|Fair|Trustworthy|Just|WarmInRelations|Empathetic|Considerate|Capable|Persistent|HasLeadershipQualities|Caring|Intelligent|Competent,0,0,-1,1,0,1,-1,-1,0,1,1,1,0,0,1,1,2,0,0,1,GoodUnderPressure|Caring|WarmInRelations|Considerate|FeelSuperior|Competent|Efficient|Friendly|Intelligent|Reliable|Clever|Fair|Trustworthy|HasLeadershipQualities|Empathetic|Affectionate|SelfConfident|Capable|Persistent|Just,0,-1,1,0,0,0,0,0,1,1,1,0,1,-1,1,0,-1,0,1,1,FeelSuperior|Considerate|Friendly|WarmInRelations|Reliable|Just|GoodUnderPressure|Trustworthy|Intelligent|Capable|Persistent|Affectionate|Fair|Competent|HasLeadershipQualities|Clever|Efficient|Caring|SelfConfident|Empathetic,0,0,0,0,0,1,1,0,0,1,1,0,-1,-1,1,-1,2,0,1,1,Friendly|SelfConfident|Just|Efficient|GoodUnderPressure|Affectionate|Persistent|FeelSuperior|Fair|Competent|Intelligent|Trustworthy|Capable|WarmInRelations|Reliable|Empathetic|Clever|HasLeadershipQualities|Considerate|Caring,-1,0,-1,2,-1,1,-1,1,1,1,-1,1,0,0,1,-1,0,0,1,0,HasLeadershipQualities|GoodUnderPressure|Just|Friendly|Capable|Competent|Empathetic|Fair|Intelligent|Clever|Considerate|FeelSuperior|Efficient|Persistent|SelfConfident|Caring|Trustworthy|WarmInRelations|Affectionate|Reliable,2,2,1,1,1,NonBinary|CisMen|TransMen|TransWomen|CisWomen,1,1,3,2,1,TransMen|TransWomen|CisWomen|CisMen|NonBinary,1,NA,5,5,4,3,5,4,3,4,5,4,4,4,4,3,4,2,3|8|2|5|6|1|7|4,4,3,3,4,4,5,2,11|14|12|13|15|9|10,5,4,5,Liberalism|Conservatism,6,6,0,Non-Binary|CisWomen|TransWomen|TransMen|CisMen,Exclusivity|Naturalness|Immutability|Inherence|Informativeness|Stability|Discreteness|Uniformity|Necessity,Keep,1,1,1,1,3
64,11/6/2017,100,325,5.416666667,1,2rvFQAhf84cYI4i,0,1,1,1,1,0,0,1,2,0,0,2,0,0,1,2,0,-1,-1,1,1,0,-1,Considerate|FeelSuperior|Empathetic|GoodUnderPressure|Persistent|Capable|Fair|Competent|Affectionate|Efficient|Reliable|SelfConfident|Friendly|Trustworthy|Just|Clever|Caring|HasLeadershipQualities|WarmInRelations|Intelligent,2,0,0,2,1,1,0,1,-1,1,1,-1,-1,1,1,0,0,0,0,-1,Just|Fair|GoodUnderPressure|Competent|Caring|HasLeadershipQualities|Capable|Clever|Intelligent|Considerate|Friendly|Affectionate|FeelSuperior|Trustworthy|Efficient|SelfConfident|Reliable|WarmInRelations|Persistent|Empathetic,1,0,1,0,1,-1,-1,1,1,2,0,1,0,1,0,2,1,-1,0,0,Capable|Competent|Clever|Caring|Reliable|Trustworthy|Just|FeelSuperior|WarmInRelations|HasLeadershipQualities|Fair|Persistent|Friendly|Empathetic|Affectionate|GoodUnderPressure|SelfConfident|Efficient|Considerate|Intelligent,1,-1,0,1,1,-1,2,0,1,1,2,1,0,1,1,1,0,1,1,1,Trustworthy|Efficient|FeelSuperior|SelfConfident|WarmInRelations|Affectionate|Friendly|Just|Empathetic|GoodUnderPressure|Caring|Capable|Fair|Competent|Intelligent|Clever|Reliable|Considerate|HasLeadershipQualities|Persistent,2,0,1,1,-1,0,1,1,1,1,1,2,2,-1,1,1,0,0,0,0,Fair|Clever|WarmInRelations|FeelSuperior|Persistent|SelfConfident|Friendly|Affectionate|Capable|Caring|Reliable|Considerate|Intelligent|HasLeadershipQualities|Competent|Efficient|GoodUnderPressure|Empathetic|Just|Trustworthy,2,2,3,2,2,TransWomen|TransMen|CisMen|CisWomen|NonBinary,2,3,1,2,2,NonBinary|TransMen|CisMen|CisWomen|TransWomen,1,6,2,7,5,2,6,6,6,6,2,2,3,2,2,5,2,2,6|8|2|1|5|7|3|4,3,2,2,1,1,2,3,9|12|11|13|14|15|10,3,5,4,Conservatism|Liberalism,7,6,0,TransWomen|CisWomen|Non-Binary|TransMen|CisMen,Stability|Immutability|Necessity|Discreteness|Informativeness|Uniformity|Naturalness|Exclusivity|Inherence,6 - Not un US - LatLong,1,2,1,1,1
